,Description,Source,Rent
5893,Payment to Wilson,synthetic,1
5894,Monthly housing and utilities bundle,synthetic,1
5895,Building payment,synthetic,0
5896,Residential Services (Unit 23B),synthetic,1
5897,FEE - MONTHLY,synthetic,0
5898,Unit remittance for residential unit,synthetic,1
5899,Invoice: RESIDENCE,synthetic,1
5900,Residence fee including amenities,synthetic,1
5901,Tenancy payment,synthetic,0
5902,Unit payment for residential unit,synthetic,1
5903,Rent payment (primary residence),synthetic,1
5904,UTILITY - AUTO,synthetic,0
5905,Unit letting,synthetic,1
5906,Other than rent - tax,synthetic,0
5907,Place remittance,synthetic,0
5908,Place remittance,synthetic,1
5909,First of month payment,synthetic,0
5910,Rent payment (apartment),synthetic,1
5911,Subscription Semi-monthly,synthetic,0
5912,FEE - RECURRING,synthetic,0
5913,Subscripton payment,synthetic,0
5914,HOA fee + insurance,synthetic,0
5915,Transfer to Miller,synthetic,0
5916,Rent payment (primary residence),synthetic,1
5917,CHARGE - RECURRING,synthetic,0
5918,Real Estate Solutions (Unit 17A),synthetic,1
5919,Rent payment (apartment),synthetic,1
5920,Unit disbursement,synthetic,0
5921,Unit payment including maintenance,synthetic,1
5922,Service Calendar month,synthetic,0
5923,Residential payment Every 30 days,synthetic,1
5924,Payment on 1st of month,synthetic,0
5925,Housing Associates,synthetic,0
5926,Building disbursement,synthetic,0
5927,Property Services LLC,synthetic,0
5928,RENT - DO NOT DELETE,synthetic,1
5929,Spot payment,synthetic,0
5930,Membership Bi-weekly,synthetic,0
5931,Residential Services,synthetic,0
5932,Rent payment (primary residence),synthetic,1
5933,Utility fee + tax,synthetic,0
5934,Facility Solutions,synthetic,0
5935,Other than rent - tax,synthetic,0
5936,Rent payment (primary residence),synthetic,1
5937,Building administration fee,synthetic,1
5938,Apartment payment + parking,synthetic,1
5939,Residential facility fee,synthetic,1
5940,Periodic 30th payment,synthetic,0
5941,Tenancy payment,synthetic,0
5942,Apartment payment + parking,synthetic,1
5943,Abode disbursement,synthetic,1
5944,Rent payment (primary residence),synthetic,1
5945,RENT - DO NOT DELETE,synthetic,1
5946,Maintenance fee + tax,synthetic,0
5947,Building fee for residential unit,synthetic,1
5948,Rant remittance,synthetic,1
5949,Monthly premises fee,synthetic,1
5950,Tenancy payment,synthetic,1
5951,Building Management,synthetic,0
5952,Servise payment,synthetic,0
5953,FEE - AUTO,synthetic,0
5954,Condo fee,synthetic,0
5955,Building Management,synthetic,1
5956,First of month payment,synthetic,0
5957,Tenancy remittance,synthetic,1
5958,Lodgings remittance,synthetic,0
5959,Monthly premises fee,synthetic,1
5960,Property payment,synthetic,0
5961,Dwelling remittance,synthetic,1
5962,Service 5th monthly,synthetic,0
5963,Dwelling disbursement plus fees,synthetic,1
5964,Subscription Monthly anniversary,synthetic,0
5965,Besides rent - insurance,synthetic,0
5966,My apartment payment,synthetic,1
5967,Residential payment Quarterly,synthetic,1
5968,Flat fee,synthetic,1
5969,Residential payment 25th standing,synthetic,1
5970,RENT: UNIT 304,synthetic,1
5971,Unit charge for residential unit,synthetic,1
5972,Residential payment Semi-monthly,synthetic,1
5973,Service fee incl. services,synthetic,0
5974,NOT rent - utilities,synthetic,0
5975,Property payment,synthetic,0
5976,Subscripton payment,synthetic,0
5977,Subscripton payment,synthetic,0
5978,Rant fee,synthetic,1
5979,Unit payment,synthetic,0
5980,Wire to Thompson,synthetic,0
5981,Remittance to Moore (Unit 20B),synthetic,1
5982,Rent payment (apartment),synthetic,1
5983,Periodic 30th payment,synthetic,0
5984,Other than rent - tax,synthetic,0
5985,Apartment 12C fee,synthetic,1
5986,Utility fee + insurance,synthetic,0
5987,Lease fee for residential unit,synthetic,1
5988,Non-rent housing expense,synthetic,0
5989,Remittance: DWELLING,synthetic,1
5990,Utilitie payment,synthetic,0
5991,Flat fee,synthetic,0
5992,NOT rent - utilities,synthetic,0
5993,Digs payment,synthetic,1
5994,Residential payment Semi-monthly,synthetic,1
5995,Abode payment plus insurance,synthetic,1
5996,Complex Services,synthetic,0
5997,HOA fee incl. services,synthetic,0
5998,Ren tpayment,synthetic,1
5999,Utilitie payment,synthetic,0
6000,RENT PAYMENT (MONTHLY),synthetic,1
6001,Residential payment 25th standing,synthetic,1
6002,UTILITY - RECURRING,synthetic,0
6003,Unit fee,synthetic,0
6004,Service Monthly anniversary,synthetic,0
6005,Residential payment 1st of month,synthetic,1
6006,CHARGE - MONTHLY,synthetic,0
6007,RENT: UNIT 304,synthetic,1
6008,Strata payment,synthetic,0
6009,Rent (missed auto),synthetic,1
6010,Subscripton payment,synthetic,0
6011,Unit payment for residential unit,synthetic,1
6012,RENT_INVOICE_001,synthetic,1
6013,Rent payment (apartment),synthetic,1
6014,Complex payment,synthetic,0
6015,RENT|AUTO,synthetic,1
6016,Letting fee,synthetic,1
6017,Wire to Thompson,synthetic,1
6018,Residence disbursement,synthetic,1
6019,Wire to Thompson (Unit 6A),synthetic,1
6020,Utilitie payment,synthetic,0
6021,Residence fee including amenities,synthetic,1
6022,Recurring 1st week,synthetic,0
6023,Residential Services,synthetic,0
6024,Rent payment (apartment),synthetic,1
6025,Building Management,synthetic,0
6026,UTILITY - RECURRING,synthetic,0
6027,Periodic 30th payment,synthetic,0
6028,Abode payment plus insurance,synthetic,1
6029,Zelle to Davis,synthetic,0
6030,Habitation remittance with utilities,synthetic,1
6031,For 303 Parkview,synthetic,1
6032,Payment on 1st of month,synthetic,0
6033,Servise payment,synthetic,0
6034,Abode payment plus insurance,synthetic,1
6035,Unit remittance for residential unit,synthetic,1
6036,Subscripton payment,synthetic,0
6037,Recurring transfer to Smith,synthetic,0
6038,Complex Services,synthetic,0
6039,Unit 7B monthly,synthetic,1
6040,End of month remittance,synthetic,0
6041,Habitation remittance with utilities,synthetic,1
6042,123 Main St monthly,synthetic,1
6043,Residence fee including amenities,synthetic,1
6044,Property fee for residential unit,synthetic,1
6045,First of month payment,synthetic,0
6046,Letting fee,synthetic,0
6047,Residence fee including amenities,synthetic,1
6048,Strata payment,synthetic,1
6049,Complex Services,synthetic,0
6050,Semi-monthly residence,synthetic,1
6051,Abode disbursement,synthetic,1
6052,Rent ;payment,synthetic,1
6053,Service fee incl. services,synthetic,0
6054,Crib fee,synthetic,1
6055,Letting fee,synthetic,0
6056,Service 5th monthly,synthetic,0
6057,Subscription 5th monthly,synthetic,0
6058,Periodic 30th payment,synthetic,0
6059,Lease fee for residential unit,synthetic,1
6060,Membership First Monday,synthetic,0
6061,Rent payment (primary residence),synthetic,1
6062,HOA fee + insurance,synthetic,0
6063,Property remittance for residential unit,synthetic,1
6064,Recurring 1st week,synthetic,1
6065,Residential payment 20th periodic,synthetic,1
6066,Rent payment (apartment),synthetic,1
6067,RENT>>PAYMENT,synthetic,1
6068,HOA fee + tax,synthetic,0
6069,Property payment for residential unit,synthetic,1
6070,Non-rent housing expense,synthetic,0
6071,Real Estate Solutions (Unit 26A),synthetic,1
6072,UTILITY - AUTO,synthetic,0
6073,Unit letting,synthetic,1
6074,Building fee,synthetic,0
6075,First of month payment,synthetic,0
6076,Residential payment 25th standing,synthetic,1
6077,Service 15th auto,synthetic,0
6078,Property fee,synthetic,0
6079,Crib fee,synthetic,1
6080,Dwelling disbursement plus fees,synthetic,1
6081,Building Management,synthetic,0
6082,Excluding rent - HOA,synthetic,0
6083,Semi-monthly residence,synthetic,0
6084,Real Estate Solutions,synthetic,0
6085,Lease fee,synthetic,0
6086,Maintenance fee + tax,synthetic,0
6087,RENT: UNIT 304,synthetic,1
6088,Residential payment 10th recurring,synthetic,1
6089,Recurring 1st week,synthetic,0
6090,Independent of rent - repair,synthetic,0
6091,Subscription 10th recurring,synthetic,0
6092,Servise payment,synthetic,0
6093,Apartment 12C fee,synthetic,1
6094,Tenancy payment,synthetic,1
6095,Property payment for residential unit,synthetic,1
6096,Letting fee,synthetic,0
6097,Rent-pay ment,synthetic,1
6098,Service Quarterly,synthetic,0
6099,Abode payment plus insurance,synthetic,1
6100,Pad payment,synthetic,1
6101,HOA fee + tax,synthetic,0
6102,Unit remittance for residential unit,synthetic,1
6103,Membership Bi-weekly,synthetic,0
6104,Tenancy remittance,synthetic,1
6105,Rent payment ,synthetic,1
6106,Rent/payment,synthetic,1
6107,Residential payment First Monday,synthetic,1
6108,Place remittance,synthetic,1
6109,Service fee incl. services,synthetic,0
6110,FEE - RECURRING,synthetic,0
6111,Residential payment First Monday,synthetic,1
6112,Facility management disbursement,synthetic,1
6113,Other than rent - tax,synthetic,0
6114,Building disbursement,synthetic,0
6115,Service 15th auto,synthetic,0
6116,HOA fee incl. services,synthetic,0
6117,Tenancy remittance,synthetic,1
6118,Maintenance fee incl. services,synthetic,0
6119,Semi-monthly residence,synthetic,1
6120,Residential payment First Monday,synthetic,1
6121,Crib fee,synthetic,0
6122,CHARGE - MONTHLY,synthetic,0
6123,ACH to Johnson LLC,synthetic,0
6124,UTILITY - RECURRING,synthetic,0
6125,Payment on 1st of month,synthetic,0
6126,Monthly on 15th,synthetic,0
6127,Service fee incl. services,synthetic,0
6128,Rent payment (apartment),synthetic,1
6129,Lease payment,synthetic,0
6130,Dwelling remittance,synthetic,1
6131,Monthly payment to John,synthetic,0
6132,Non-rent housing expense,synthetic,0
6133,Subscription Every 30 days,synthetic,0
6134,Residential payment Last day,synthetic,1
6135,Property fee,synthetic,0
6136,Premises fee with service charge,synthetic,1
6137,Pad payment,synthetic,1
6138,Servise payment,synthetic,0
6139,FEE - MONTHLY,synthetic,0
6140,Maintenence payment,synthetic,0
6141,RENT-RECURRING,synthetic,1
6142,Unit fee,synthetic,0
6143,Residential Services,synthetic,0
6144,Accommodation remittance including tax,synthetic,1
6145,Rental payment,synthetic,1
6146,Building Management,synthetic,0
6147,RENT|AUTO,synthetic,1
6148,Apart from rent - maintenance,synthetic,0
6149,Property fee for residential unit,synthetic,1
6150,Residential payment Bi-weekly,synthetic,1
6151,FEE - RECURRING,synthetic,0
6152,Unit remittance for residential unit,synthetic,1
6153,Service 20th periodic,synthetic,0
6154,Service Quarterly,synthetic,0
6155,Payment on 1st of month (Unit 14C),synthetic,1
6156,Residential payment 5th monthly,synthetic,1
6157,Habitation remittance,synthetic,1
6158,Residential payment Semi-monthly,synthetic,1
6159,Mid-month transfer,synthetic,0
6160,Rent(payment),synthetic,1
6161,Residence fee including amenities,synthetic,1
6162,Unit payment including maintenance,synthetic,1
6163,Unit charge for residential unit,synthetic,1
6164,Rent payment (primary residence),synthetic,1
6165,Monthly payment to John,synthetic,0
6166,Residential payment 1st of month,synthetic,1
6167,Other than rent - tax,synthetic,0
6168,RENT: UNIT 304,synthetic,1
6169,Maintenence payment,synthetic,0
6170,Subscription Semi-monthly,synthetic,0
6171,Residential payment 5th monthly,synthetic,1
6172,Quarterly dwelling,synthetic,0
6173,Utilitie payment,synthetic,0
6174,Digs payment,synthetic,1
6175,Lodgings remittance,synthetic,0
6176,Habitation remittance with utilities,synthetic,1
6177,Unit Management,synthetic,0
6178,Rent payment ,synthetic,1
6179,Complex fee for residential unit,synthetic,1
6180,Payment to Wilson,synthetic,1
6181,FEE - RECURRING,synthetic,0
6182,Recurring 1st week,synthetic,0
6183,Rentt disbursement,synthetic,1
6184,Property payment for residential unit,synthetic,1
6185,Invoice #APT2024-001,synthetic,1
6186,Domicile disbursement,synthetic,1
6187,Housing allocation payment,synthetic,1
6188,Housing allocation payment,synthetic,1
6189,FEE - RECURRING,synthetic,0
6190,Utilitie payment,synthetic,0
6191,Place remittance,synthetic,0
6192,Rent..payment,synthetic,1
6193,Servise payment,synthetic,0
6194,Payment on 1st of month,synthetic,0
6195,Crib fee,synthetic,1
6196,Crib fee,synthetic,0
6197,Membership Last day,synthetic,0
6198,Housing Associates,synthetic,0
6199,Membership Bi-weekly,synthetic,0
6200,Servise payment,synthetic,0
6201,Property remittance,synthetic,0
6202,Unit remittance,synthetic,0
6203,Residential payment Bi-weekly,synthetic,1
6204,RENT - APT 5B,synthetic,1
6205,Rnet payment,synthetic,1
6206,Maintenance fee + insurance,synthetic,0
6207,Bi-weekly housing,synthetic,1
6208,Rant fee,synthetic,1
6209,Mid-month transfer,synthetic,0
6210,Place remittance,synthetic,0
6211,RENT~MONTHLY,synthetic,1
6212,Building administration fee,synthetic,1
6213,Debit to Anderson,synthetic,0
6214,Complex charge,synthetic,0
6215,Pad payment,synthetic,1
6216,Unit remittance,synthetic,0
6217,Digs payment,synthetic,1
6218,Service fee + insurance,synthetic,0
6219,Letting fee,synthetic,1
6220,RENT|AUTO,synthetic,1
6221,Utility fee incl. services,synthetic,0
6222,SERVICE - MONTHLY,synthetic,0
6223,Rant remittance,synthetic,1
6224,Housing Associates,synthetic,0
6225,RENT>>PAYMENT,synthetic,1
6226,RENT_INVOICE_001,synthetic,1
6227,Condo fee,synthetic,1
6228,Residential payment First Monday,synthetic,1
6229,HOA fee + insurance,synthetic,0
6230,Maintenance fee + insurance,synthetic,0
6231,Monthly payment to John,synthetic,0
6232,Property payment for residential unit,synthetic,1
6233,Complex management remittance,synthetic,1
6234,Payment on 1st of month,synthetic,1
6235,FEE - AUTO,synthetic,0
6236,Monthly payment to John (Unit 23A),synthetic,1
6237,UTILITY - RECURRING,synthetic,0
6238,RENT~MONTHLY,synthetic,1
6239,SERVICE - AUTO,synthetic,0
6240,Subscripton payment,synthetic,0
6241,Semi-monthly residence,synthetic,0
6242,SERVICE - RECURRING,synthetic,0
6243,Debit to Anderson,synthetic,1
6244,Unit charge,synthetic,0
6245,Tenancy remittance,synthetic,1
6246,Rent payment (primary residence),synthetic,1
6247,Non-rent housing expense,synthetic,0
6248,Lease charge for residential unit,synthetic,1
6249,Periodic 30th payment,synthetic,0
6250,Utilitie payment,synthetic,0
6251,ACH to Johnson LLC,synthetic,1
6252,Subscription First Monday,synthetic,0
6253,Mid-month transfer,synthetic,0
6254,Service fee incl. services,synthetic,0
6255,Rent payment (apartment),synthetic,1
6256,Payment to Wilson,synthetic,1
6257,Semi-monthly residence,synthetic,0
6258,RENT #2024-001,synthetic,1
6259,SERVICE - AUTO,synthetic,0
6260,Complex Services,synthetic,0
6261,Residential payment Quarterly,synthetic,1
6262,Rant fee,synthetic,1
6263,RENT>>PAYMENT,synthetic,1
6264,SERVICE - MONTHLY,synthetic,0
6265,Premises fee with service charge,synthetic,1
6266,RENT: UNIT 304,synthetic,1
6267,Rent payment (apartment),synthetic,1
6268,Bi-weekly housing,synthetic,0
6269,Place remittance,synthetic,0
6270,Rent..payment,synthetic,1
6271,Service Semi-monthly,synthetic,0
6272,Payment to Wilson,synthetic,1
6273,Monthly housing and utilities bundle,synthetic,1
6274,Accommodation disbursement,synthetic,1
6275,Service fee + tax,synthetic,0
6276,Unit payment including maintenance,synthetic,1
6277,Lease obligation payment,synthetic,1
6278,Besides rent - insurance,synthetic,0
6279,Residential payment 15th auto,synthetic,1
6280,SERVICE - RECURRING,synthetic,0
6281,Building Management,synthetic,1
6282,Subscripton payment,synthetic,0
6283,Complex management remittance,synthetic,1
6284,Payment on 1st of month,synthetic,0
6285,Check #1234 for monthly (Unit 43B),synthetic,1
6286,Membership 1st of month,synthetic,0
6287,Monthly housing and utilities bundle,synthetic,1
6288,Lodgings remittance,synthetic,1
6289,Membership Monthly anniversary,synthetic,0
6290,Spot payment,synthetic,1
6291,Digs payment,synthetic,1
6292,Rent..payment,synthetic,1
6293,Residential Services (Unit 12C),synthetic,1
6294,RENT~MONTHLY,synthetic,1
6295,Real estate management fee,synthetic,1
6296,Residential payment 5th monthly,synthetic,1
6297,Complex Services,synthetic,1
6298,Rent payment (apartment),synthetic,1
6299,Letting fee,synthetic,0
6300,Lodgings remittance,synthetic,0
6301,Habitation remittance with utilities,synthetic,1
6302,Rent..payment,synthetic,1
6303,Digs payment,synthetic,0
6304,Rent payment (apartment),synthetic,1
6305,Rent payment (apartment),synthetic,1
6306,Tenancy payment,synthetic,0
6307,Service Calendar month,synthetic,0
6308,Service Calendar month,synthetic,0
6309,Rental payment,synthetic,1
6310,HOA fee incl. services,synthetic,0
6311,Membership 1st of month,synthetic,0
6312,Transfer to Miller,synthetic,0
6313,Maintenence payment,synthetic,0
6314,Rent payment (apartment),synthetic,1
6315,Subscription Bi-weekly,synthetic,0
6316,Unit remittance,synthetic,0
6317,Crib fee,synthetic,0
6318,SERVICE - MONTHLY,synthetic,0
6319,Monthly payment to John (Unit 25B),synthetic,1
6320,Unit charge for residential unit,synthetic,1
6321,Wire to Thompson,synthetic,0
6322,Payment to Wilson (Unit 11B),synthetic,1
